Date,XLE,XLF,XLV,XLI,XLB,XLRE,XLK,XLC,XLY,XLP,XLU,SPY,SHY,^TNX,CL=F,HY_SPREAD
2017-07-26,46.36217498779297,21.495689392089844,70.04589080810547,59.75751876831055,47.16015625,24.96773338317871,53.09478759765625,48.3412947446208,84.34954071044922,44.598079681396484,41.057037353515625,217.4306640625,71.9956283569336,2.2820000648498535,48.75,3.56
2017-07-27,46.833683013916016,21.375558853149414,69.56500244140625,59.41794204711914,46.990081787109375,24.944812774658203,52.89242172241211,49.61702579203453,84.96773529052734,45.03382110595703,41.15775680541992,217.22862243652344,71.97855377197266,2.309999942779541,49.040000915527344,3.55
2017-07-28,46.777374267578125,21.375558853149414,69.91474151611328,59.557254791259766,46.82001876831055,24.929536819458008,52.83722686767578,49.29152502441588,84.32186126708984,44.65457534790039,41.09577941894531,216.9738006591797,72.02112579345703,2.2890000343322754,49.709999084472656,3.59
2017-07-31,46.88294219970703,21.53002166748047,69.85353088378906,59.478878021240234,46.46287155151367,24.89134979248047,52.57966613769531,49.228525739890024,84.29419708251953,44.63843536376953,41.235225677490234,216.85076904296875,72.0125961303711,2.2920000553131104,50.16999816894531,3.61
2017-08-01,46.87589645385742,21.684484481811523,69.69613647460938,59.30472946166992,46.496883392333984,24.99827766418457,52.846435546875,49.56453531673301,84.44180297851562,44.59001922607422,41.46767807006836,217.3340606689453,72.03903198242188,2.250999927520752,49.15999984741211,3.6
2017-08-02,46.699974060058594,21.718801498413086,69.53876495361328,59.56595993041992,46.539405822753906,24.876070022583008,52.99361038208008,49.307270381312335,84.21115112304688,44.55774688720703,41.6458854675293,217.43951416015625,72.00497436523438,2.26200008392334,49.59000015258789,3.59
2017-08-03,46.045494079589844,21.641572952270508,69.6524429321289,59.861995697021484,46.190765380859375,24.814970016479492,52.874027252197266,49.023782529415975,83.98047637939453,44.517391204833984,41.85508728027344,217.01768493652344,72.030517578125,2.2279999256134033,49.029998779296875,3.63
2017-08-04,46.193275451660156,21.78745460510254,69.49503326416016,59.97519302368164,46.411861419677734,24.89134979248047,52.99361038208008,49.7482698372284,83.98973846435547,44.39635467529297,41.66912841796875,217.4131622314453,72.00497436523438,2.2669999599456787,49.58000183105469,3.63
2017-08-07,45.84141159057617,21.753128051757812,69.64368438720703,59.97519302368164,46.437347412109375,24.876070022583008,53.31555938720703,49.92675888158165,84.18345642089844,44.72719192504883,41.80084991455078,217.81735229492188,72.030517578125,2.256999969482422,49.38999938964844,3.64
2017-08-08,45.735843658447266,21.69305992126465,69.3201675415039,59.7923469543457,46.071712493896484,24.761505126953125,53.24196243286133,49.69576596922183,84.22959899902344,44.55774688720703,41.9713020324707,217.2813262939453,72.030517578125,2.2829999923706055,49.16999816894531,3.64
